City,State,Zip,Bank,BankState,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,Defaulted
Lake Latawana,MO,64086,SUMMIT BANK OF KANSAS CITY,MO,722110,300,32,1.0,0,32,0,1,N,N,707000.0,0.0,707000.0,530250.0,0
POMPANO BEACH,FL,33069,FLORIDA 1ST CAP. FINAN CORPORA,FL,423450,240,10,1.0,5,0,1,1,0,N,727000.0,0.0,727000.0,727000.0,0
GREENVILLE,SC,29605,BRANCH BK. & TR CO,NC,423720,84,6,2.0,2,6,0,1,Y,N,605235.0,0.0,300000.0,150000.0,0
HIAWATHA,IA,52233,REGIONS BANK,AL,621310,84,1,1.0,0,0,1,1,0,Y,125000.0,0.0,125000.0,106250.0,0
KENT,WA,98032,EVERGREEN BUSINESS CAPITAL,WA,451140,240,120,1.0,40,0,1,1,0,N,1300000.0,0.0,1300000.0,1300000.0,0
APALACHICOLA,FL,32320,CENTENNIAL BANK,FL,451110,84,2,1.0,0,0,1,0,N,Y,15000.0,0.0,15000.0,13500.0,0
WESTERVILLE,OH,43081,U.S. BANK NATIONAL ASSOCIATION,OH,424810,84,4,1.0,0,4,1,1,Y,N,36822.0,0.0,34000.0,17000.0,0
HOWELL,MI,48843,"FIRSTMERIT BANK, N.A.",MI,238990,300,2,1.0,1,2,1,2,0,N,130000.0,0.0,130000.0,110500.0,0
Columbus,OH,43214,"BUSINESS LOAN CENTER, LLC",FL,812112,84,1,2.0,1,1,0,1,N,N,25000.0,0.0,25000.0,21250.0,0
SALT LAKE CITY,UT,84105,JORDAN FCU,UT,621111,84,1,1.0,0,1,0,1,Y,N,41143.0,0.0,30000.0,15000.0,0
IRVINE,CA,92614,INTERNATL CITY BANK NATL ASSOC,CA,323110,84,4,1.0,0,4,1,1,0,N,200000.0,0.0,200000.0,150000.0,0
BERKELEY,CA,94710,WESTAMERICA BANK,CA,0,120,24,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,140000.0,0
FAIRFIELD (TOWN OF),CT,6824,JPMORGAN CHASE BANK NATL ASSOC,IL,621210,60,2,1.0,1,2,1,1,0,N,50000.0,0.0,50000.0,25000.0,0
PERKINS,OK,74059,"BANK SNB, NATIONAL ASSOCIATION",OK,326199,17,39,1.0,0,39,1,1,0,N,615500.0,0.0,615500.0,461625.0,1
LA CONNER,WA,98227,HERITAGE BANK,WA,454390,59,1,1.0,1,1,1,2,Y,N,30448.0,0.0,20000.0,10000.0,1
EL MONTE,CA,91731,GE CAP. SMALL BUS. FINAN CORP,TX,421910,300,5,1.0,0,0,1,0,N,N,489900.0,0.0,489900.0,416415.0,0
GRAND JUNCTION,CO,81506,WELLS FARGO BANK NATL ASSOC,CO,0,102,6,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,122000.0,0
DUBLIN,OH,43017,THE HUNTINGTON NATIONAL BANK,OH,713940,51,4,1.0,0,0,1,0,N,N,100000.0,0.0,100000.0,70000.0,0
WAYZATA,MN,55391,ANCHOR BANK NATL ASSOC,MN,0,67,21,1.0,0,0,1,0,N,N,237000.0,0.0,237000.0,177750.0,0
OAKLAND,CA,94618,BANK OF THE WEST,CA,233210,300,6,2.0,0,0,1,0,N,N,493421.0,0.0,499000.0,399200.0,0
CAMPBELL,CA,95008,WELLS FARGO BANK NATL ASSOC,SD,0,84,13,1.0,0,0,1,0,N,N,50000.0,0.0,50000.0,45000.0,0
CANOGA PARK,CA,91303,BANK OF AMERICA NATL ASSOC,NC,561990,84,1,1.0,1,1,0,1,Y,N,30000.0,0.0,20000.0,10000.0,0
ISSAQUAH,WA,98027,HERITAGE BANK,WA,532230,84,8,1.0,0,0,1,0,0,N,129000.0,0.0,129000.0,96750.0,0
IRVING,TX,75063,NORTH TEXAS CERT. DEVEL CORP,TX,0,240,16,2.0,16,0,10465,0,N,N,1000000.0,0.0,1000000.0,1000000.0,0
ROCHESTER,NY,14607,MANUFACTURERS & TRADERS TR CO,NY,541430,60,11,1.0,0,0,1,1,Y,N,180000.0,0.0,50000.0,25000.0,0
Westland,MI,48186,"PNC BANK, NATIONAL ASSOCIATION",DE,722211,116,2,2.0,1,1,0,2,T,N,104840.0,0.0,50000.0,25000.0,0
GLASGOW,KY,42141,BRANCH BK. & TR CO,KY,235510,84,1,1.0,0,0,1,0,N,N,50000.0,0.0,50000.0,44000.0,0
HARRISONVILLE,MO,64701,UNION BANK,MO,443111,306,3,2.0,0,0,1,0,N,N,319173.0,0.0,319173.0,239380.0,0
Harrisburg,PA,17110,MANUFACTURERS & TRADERS TR CO,MD,448310,60,3,1.0,0,3,0,1,Y,N,42163.0,0.0,25000.0,12500.0,0
Ada,MI,49301,THE HUNTINGTON NATIONAL BANK,OH,484122,60,0,1.0,0,0,0,1,N,N,25000.0,0.0,25000.0,12500.0,0
SAINT LOUIS,MO,63104,U.S. BANK NATIONAL ASSOCIATION,OH,311812,48,5,2.0,2,7,0,1,N,N,5000.0,0.0,5000.0,2500.0,0
CLEARWATER,FL,33762,"READYCAP LENDING, LLC",CA,541613,114,4,1.0,1,3,1,1,0,N,750000.0,0.0,750000.0,562500.0,1
BLAKELY,PA,18447,FIDELITY DEPOSIT & DISCOUNT BK,PA,0,66,50,1.0,0,0,1,0,0,Y,150000.0,0.0,150000.0,112500.0,0
TARPON SPRINGS,FL,34689,BANK OF AMERICA NATL ASSOC,NC,235210,12,6,1.0,0,0,1,0,0,N,100000.0,0.0,100000.0,50000.0,0
PITTSBURGH,PA,15209,CITIZENS BANK OF PENNSYLVANIA,PA,336340,60,1,1.0,0,1,0,1,N,N,50000.0,0.0,50000.0,25000.0,0
ANADARKO,OK,73005,CHICKASHA BANK & TRUST COMPANY,OK,811111,180,1,2.0,0,0,1,2,0,Y,118400.0,0.0,118400.0,100640.0,0
GAINESVILLE,TX,76240,PROSPERITY BANK,TX,0,84,1,2.0,0,0,1,0,N,N,62000.0,0.0,62000.0,53940.0,0
REPUBLIC,MO,65203,BANK OF AMERICA NATL ASSOC,NC,0,84,2,1.0,0,0,1,0,0,N,12000.0,0.0,12000.0,6000.0,0
HILTON HEAD ISLAND,SC,29926,BANK OF AMERICA NATL ASSOC,NC,624410,84,8,1.0,2,8,1,1,Y,N,11706.0,0.0,10000.0,5000.0,0
HOLBROOK,MA,2343,"TD BANK, NATIONAL ASSOCIATION",DE,0,5,2,1.0,0,0,1,0,0,Y,100000.0,0.0,100000.0,80000.0,1
MALTA,MT,59538,FIRST SECURITY BANK OF MALTA,MT,0,180,10,1.0,0,0,1,0,N,N,275000.0,0.0,275000.0,137500.0,0
CINCINNATI,OH,45241,"SUPERIOR FINANCIAL GROUP, LLC",CA,541330,120,3,1.0,0,3,0,1,N,N,15000.0,0.0,15000.0,12750.0,0
RONKONKOMA,NY,11779,NEW YORK COMMUNITY BANK,NY,0,120,2,2.0,0,0,1,0,N,N,48000.0,0.0,48000.0,43200.0,0
RED LAKE FALLS,MN,56750,UNITY BANK NORTH,MN,541191,84,1,1.0,0,0,1,0,N,Y,49000.0,0.0,49000.0,39200.0,0
NEW ORLEANS,LA,70119,JPMORGAN CHASE BANK NATL ASSOC,IL,0,84,2,1.0,0,0,1,0,N,Y,33500.0,0.0,33500.0,26800.0,0
SAN ANTONIO,TX,78220,COMPASS BANK,AL,541430,108,10,1.0,0,0,1,0,0,N,135000.0,0.0,135000.0,101250.0,0
CLEVELAND,OH,44113,UPS CAPITAL BUSINESS CREDIT,CT,0,300,30,1.0,0,0,1,0,N,N,270000.0,0.0,270000.0,202500.0,0
Dayton,OH,45406,"BUSINESS LOAN CENTER, LLC",FL,531311,84,9,1.0,9,2,0,1,N,N,25000.0,0.0,25000.0,21250.0,0
PISMO BEACH,CA,93449,CAPITAL ONE NATL ASSOC,VA,541310,84,1,1.0,0,1,0,1,Y,N,30827.0,0.0,25000.0,12500.0,0
HAMILTON,OH,45011,ACCESS BUS. DEVEL & FINANCE IN,OH,0,240,6,1.0,4,2,0,0,N,N,89000.0,0.0,89000.0,89000.0,0
ALBUQUERQUE,NM,87107,WELLS FARGO BANK NATL ASSOC,SD,561740,180,6,1.0,0,0,1,0,N,N,205000.0,0.0,205000.0,174250.0,0
Boise,ID,83709,WELLS FARGO BANK NATL ASSOC,SD,424490,90,20,1.0,0,0,0,1,N,N,200000.0,0.0,200000.0,150000.0,0
FARRELL,PA,16121,FIRST NATL BK OF PENNSYLVANIA,PA,722211,33,1,2.0,14,1,1,2,0,N,85000.0,0.0,85000.0,42500.0,1
BULLHEAD CITY,AZ,86442,BUSINESS DEVEL FINAN CORP,AZ,336999,240,9,1.0,4,0,1,1,0,N,138000.0,0.0,146000.0,146000.0,0
CARSON,CA,90746,BANK OF AMERICA NATL ASSOC,NC,423450,41,12,1.0,0,12,1,1,Y,N,75000.0,0.0,75000.0,37500.0,0
ELLAVILLE,GA,31806,AMERIS BANK,GA,0,84,8,1.0,0,0,1,0,N,N,141000.0,0.0,141000.0,112800.0,0
ROCHESTER,NY,14623,CITIZENS BANK NATL ASSOC,RI,236220,48,2,1.0,0,2,0,1,N,N,23000.0,0.0,23000.0,11500.0,0
Benbrook,TX,76126,FROST BANK,TX,811112,87,9,1.0,0,9,0,1,N,N,320000.0,0.0,320000.0,240000.0,0
DANBURY,CT,6810,CONNECTICUT COMMUN INVEST CORP,CT,444210,240,4,1.0,3,0,1,1,N,N,212000.0,0.0,212000.0,212000.0,0
CLEARWATER,FL,33761,GULFCOAST BUS. FINANCE INC.,FL,721110,240,2,1.0,22,0,68250,1,N,N,650000.0,0.0,1254000.0,1254000.0,0
SPRINGFIELD,MO,65804,COMMERCE BANK,MO,235110,35,11,1.0,0,0,1,1,N,N,110756.0,0.0,120000.0,90000.0,0
PRINCETON,IL,61356,PEOPLES NATL BK OF KEWANEE,IL,0,96,6,1.0,0,0,1,0,N,Y,95926.0,0.0,95926.0,76741.0,0
MIAMI,FL,33172,BANK OF AMERICA NATL ASSOC,NC,423990,36,5,1.0,0,5,0,1,N,N,95000.0,0.0,95000.0,47500.0,1
CUPERTINO,CA,95014,BANK OF AMERICA NATL ASSOC,NC,445291,84,2,1.0,0,2,1,1,Y,N,101746.0,0.0,100000.0,50000.0,0
REEDSVILLE,WV,26547,"WESBANCO BANK, INC.",WV,0,244,8,1.0,0,0,1,0,N,Y,70000.0,0.0,70000.0,63000.0,0
BREMERTON,WA,98312,JPMORGAN CHASE BANK NATL ASSOC,IL,238910,84,2,2.0,1,3,0,1,Y,N,25000.0,0.0,25000.0,12500.0,0
MOSCOW,ID,83843,PACIFIC CONTINENTAL BANK,OR,0,84,15,2.0,0,0,64977,0,N,N,100000.0,0.0,100000.0,80000.0,0
WICHITA,KS,67202,COMMERCE BANK,KS,561410,36,6,1.0,2,6,1,1,0,N,150000.0,0.0,150000.0,112500.0,0
South Weber,UT,84405,AMERICA FIRST FCU,UT,541512,84,1,1.0,1,1,0,1,Y,N,45000.0,0.0,45000.0,22500.0,0
SAUQUOIT,NY,13456,BANK OF AMERICA NATL ASSOC,NC,811111,8,1,1.0,0,1,1,1,N,N,58478.0,0.0,24800.0,12400.0,1
WATERFORD,WI,53185,ASSOCIATED BANK NATL ASSOC,WI,0,300,1,2.0,0,0,1,0,N,N,235000.0,0.0,235000.0,176250.0,0
CODY,WY,82414,PINNACLE BANK-WYOMING,WY,0,120,1,1.0,0,0,1,0,N,N,165000.0,0.0,165000.0,140250.0,0
EAST MCKEESPORT,PA,15035,"PNC BANK, NATIONAL ASSOCIATION",DE,541110,71,2,1.0,0,2,1,1,Y,N,30000.0,0.0,30000.0,15000.0,0
NORTHBROOK,IL,60062,THE NORTHERN TRUST COMPANY,IL,0,84,2,1.0,0,0,1,0,N,Y,50000.0,0.0,50000.0,45000.0,0
OSAGE BEACH,MO,65065,CENTRAL BK OF LAKE OF OZARKS,MO,512131,84,3,2.0,0,0,1,0,N,N,10000.0,0.0,10000.0,7500.0,0
MOOSIC,PA,18507,PEOPLES SECURITY BK & TR CO,PA,811111,60,9,1.0,0,0,1,0,N,Y,15000.0,0.0,15000.0,12000.0,0
AMANA,IA,52203,IOWA BUSINESS GROWTH COMPANY,IA,722211,240,3,2.0,2,0,1,2,N,N,55000.0,0.0,55000.0,55000.0,0
GALVESTON,TX,77551,TEXAS CERT. DEVEL COMPANY INC.,TX,624410,240,13,1.0,6,0,1,1,N,N,206000.0,0.0,206000.0,206000.0,0
NORTH RICHLAND HILLS,TX,76180,LIBERTY BANK,TX,621111,60,5,1.0,0,5,1,1,0,N,103500.0,0.0,103500.0,87975.0,0
CENTER HARBOR,NH,3253,"TD BANK, NATIONAL ASSOCIATION",DE,562998,13,10,1.0,1,9,1,1,Y,N,49625.0,0.0,50000.0,25000.0,0
SEDALIA,CO,80135,DENVER URBAN ECONOMIC DEVEL CO,CO,423990,240,5,1.0,28,0,1,2,0,N,1350000.0,0.0,1350000.0,1350000.0,0
VALLEJO,CA,94590,EAST WEST BANK,CA,721110,300,4,1.0,0,4,1,1,0,N,350000.0,0.0,350000.0,262500.0,0
FARMINGTON,CT,6032,CAPITAL ONE NATL ASSOC,VA,541613,26,11,1.0,2,11,0,1,N,N,100000.0,0.0,100000.0,50000.0,1
DALLAS,TX,75220,BANK OF AMERICA NATL ASSOC,OR,0,63,18,1.0,0,0,1,0,0,N,73000.0,0.0,73000.0,58400.0,0
LOUISVILLE,KY,40214,PBI BANK,KY,811198,111,1,2.0,0,0,53657,1,0,Y,47000.0,0.0,47000.0,39950.0,0
CLINTON,LA,70722,WHITNEY BANK,MS,446120,60,1,1.0,1,1,59450,1,0,N,35175.0,0.0,35175.0,17587.0,0
TRENTON,NJ,8609,WELLS FARGO BANK NATL ASSOC,NJ,0,240,10,1.0,0,0,0,0,N,N,150000.0,0.0,150000.0,135000.0,1
Hebron,KY,41048,THE HUNTINGTON NATIONAL BANK,OH,561730,60,0,1.0,0,0,0,1,N,N,20000.0,0.0,20000.0,10000.0,0
Dover,OH,44622,THE HUNTINGTON NATIONAL BANK,OH,722211,36,0,1.0,0,0,0,1,N,N,15000.0,0.0,15000.0,7500.0,0
NEW YORK,NY,10013,JPMORGAN CHASE BANK NATL ASSOC,IL,722110,84,30,1.0,0,30,0,1,N,N,150000.0,0.0,150000.0,75000.0,0
MORGAN CITY,LA,70381,REGIONS BANK,LA,811111,195,15,2.0,0,0,1,0,N,N,230000.0,0.0,230000.0,172500.0,1
EMERALD ISLE,NC,28594,BBCN BANK,CA,561431,84,2,1.0,1,2,1,1,0,N,15000.0,0.0,15000.0,12750.0,0
GREEN BAY,WI,54304,JPMORGAN CHASE BANK NATL ASSOC,IL,531210,41,21,1.0,1,21,0,1,N,N,32500.0,0.0,32500.0,16250.0,0
PEMBROKE PINES,FL,33027,OCEAN BANK,FL,722110,84,20,1.0,0,0,1,0,0,Y,90000.0,0.0,90000.0,72000.0,0
PEORIA,IL,61614,ASSOCIATED BANK NATL ASSOC,IL,811111,50,7,2.0,0,0,1,1,0,Y,87000.0,0.0,87000.0,73950.0,0
EDWARDSVILLE,KS,66111,BMO HARRIS BK NATL ASSOC,IL,325612,80,5,1.0,0,0,1,0,N,N,124047.0,0.0,165000.0,123750.0,0
"QUINCY,",WA,98848,HERITAGE BANK,WA,0,272,22,1.0,0,0,1,0,N,N,720000.0,0.0,720000.0,540000.0,0
SAN DIEGO,CA,92121,SBA - EDF ENFORCEMENT ACTION,CO,531390,240,6,2.0,4,6,1,1,0,N,1435000.0,0.0,1435000.0,1435000.0,0
HARBOR SPRINGS,MI,49740,NORTHWESTERN BANK,MI,722211,120,3,2.0,0,0,1,2,0,Y,120000.0,0.0,120000.0,102000.0,0
Vernon,CA,90058,BANK OF AMERICA NATL ASSOC,NC,325612,84,1,1.0,0,0,1,1,Y,N,20000.0,0.0,20000.0,10000.0,0
CLEWISTON,FL,33440,"BUSINESS LOAN CENTER, LLC",SC,812990,10,1,1.0,1,1,1,2,0,N,24000.0,0.0,24000.0,20400.0,1
SALT LAKE CITY,UT,84121,ZIONS FIRST NATIONAL BANK,UT,522310,58,8,1.0,0,8,0,1,Y,N,422648.0,0.0,100000.0,50000.0,1
Washington,UT,84780,UTAH CERT. DEVEL CO,UT,623990,240,1,2.0,6,0,0,2,N,N,372000.0,0.0,372000.0,372000.0,0
MIAMI,FL,33187,SUNTRUST BANK,GA,624410,214,10,1.0,3,10,1,1,0,N,100000.0,0.0,100000.0,75000.0,0
ONTARIO,CA,91761,CALIFORNIA BANK & TRUST,CA,621310,84,2,1.0,0,0,1,0,N,N,50000.0,0.0,50000.0,45000.0,0
MOBILE,AL,36606,BANCORPSOUTH BANK,MS,445292,84,10,1.0,0,10,0,1,Y,N,100000.0,0.0,100000.0,85000.0,0
CAMERON,LA,70631,GULF COAST BANK,LA,0,13,29,2.0,0,0,1,0,N,N,530000.0,0.0,530000.0,450500.0,1
BLUE SPRINGS,MO,64014,BANK OF AMERICA NATL ASSOC,NC,448130,60,1,2.0,0,0,1,0,Y,N,14743.0,0.0,40000.0,20000.0,0
VERNAL,UT,84078,FIRST NATL BK OF ROCKIES,CO,0,120,13,1.0,0,0,1,0,N,N,275000.0,0.0,275000.0,225500.0,0
ROYAL PALM BEACH,FL,33411,BANK OF AMERICA NATL ASSOC,NC,713940,61,2,1.0,3,2,1,2,Y,N,10000.0,0.0,10000.0,5000.0,1
PALOS HEIGHTS,IL,60463,BBCN BANK,IL,812320,300,2,1.0,0,2,1,1,0,N,243000.0,0.0,243000.0,182250.0,0
BELTSVILLE,MD,20705,INNOVATIVE BANK,CA,561621,84,50,1.0,0,50,1,0,0,N,5000.0,0.0,5000.0,4250.0,0
WEST PALM BEACH,FL,33409,UPS CAPITAL BUSINESS CREDIT,CT,541320,65,3,1.0,0,3,1,1,0,N,500000.0,0.0,500000.0,375000.0,1
HOUSTON,TX,77002,BANK OF AMERICA NATL ASSOC,NC,541611,36,4,1.0,4,4,0,2,N,N,160000.0,0.0,150000.0,75000.0,1
DAVENPORT,IA,52807,BBCN BANK,CA,236220,84,1,2.0,0,1,17587,1,N,N,25000.0,0.0,25000.0,22500.0,0
ARLINGTON,TX,76013,WOODHAVEN NATIONAL BANK,TX,0,240,5,1.0,0,0,1,0,N,N,176000.0,0.0,176000.0,149600.0,0
EDISON,NJ,8817,"PNC BANK, NATIONAL ASSOCIATION",DE,811121,276,6,1.0,0,0,1,0,N,N,200000.0,0.0,200000.0,164000.0,0
Louin,MS,39338,FIRST FINANCIAL BANK,AR,112320,60,2,1.0,0,2,0,2,N,N,13100.0,0.0,13100.0,11790.0,0
WINFIELD,KS,67156,CITIZENS BANK OF KANSAS,KS,722110,180,30,1.0,0,0,1,2,0,Y,130000.0,0.0,130000.0,110500.0,0
REDLANDS,CA,92374,CAPITAL ONE NATL ASSOC,VA,236118,41,1,1.0,0,1,0,1,Y,N,92755.0,0.0,35000.0,17500.0,1
Louisville,KY,40228,"PNC BANK, NATIONAL ASSOCIATION",DE,541211,2,1,2.0,0,0,1,1,Y,N,28547.0,0.0,25000.0,12500.0,1
ROCK HILL,SC,29732,BUSINESS DEVEL CORP OF SO. CAR,SC,441222,134,1,1.0,0,0,1,0,N,N,265000.0,0.0,265000.0,214120.0,0
MIDLAND,TX,79701,WELLS FARGO BANK NATL ASSOC,SD,721110,276,6,2.0,2,6,79140,1,0,N,935300.0,0.0,935300.0,701475.0,0
SUNNYVALE,CA,94046,"CITIBANK, N.A.",CA,0,23,20,1.0,0,0,1,0,0,N,250000.0,0.0,250000.0,175000.0,1
COLUMBUS,OH,43206,FIFTH THIRD BANK,OH,323117,120,25,1.0,0,0,1,1,N,N,214773.0,0.0,250000.0,187500.0,0
HOUSTON,TX,77025,JPMORGAN CHASE BANK NATL ASSOC,IL,722211,120,7,1.0,0,7,68020,1,0,N,251100.0,0.0,251100.0,125550.0,0
MADISON,WI,53719,SPRING BANK,WI,722211,60,25,1.0,0,25,24850,1,N,N,130000.0,0.0,130000.0,65000.0,0
Davie,FL,33328,UMPQUA BANK,OR,541330,29,3,1.0,2,3,0,1,N,N,25000.0,0.0,25000.0,21250.0,1
HONOLULU,HI,96819,BANK OF HAWAII,HI,421910,48,7,1.0,0,0,1,0,N,N,118475.0,0.0,120000.0,90000.0,1
DILLON,MT,59725,WELLS FARGO BANK NATL ASSOC,CA,452990,81,2,1.0,0,2,1,2,Y,N,30538.0,0.0,20000.0,10000.0,0
CATO,NY,13033,HSBC BK USA NATL ASSOC,NY,722110,198,4,1.0,4,4,1,2,0,N,146300.0,0.0,146300.0,124355.0,1
MADISON,WI,53714,"ANCHORBANK, FSB",WI,611620,60,10,1.0,0,0,1,1,0,Y,30000.0,0.0,30000.0,25500.0,0
NO KILLINGTON,VT,5751,"LAKE SUNAPEE BANK, FSB",VT,0,240,3,1.0,0,0,1,0,N,Y,65000.0,0.0,65000.0,52000.0,0
DEDHAM,MA,2026,"TEXTRON BUSINESS CREDIT, INC.",RI,488410,89,16,2.0,0,0,1,1,N,N,205696.0,0.0,219000.0,164250.0,1
CHAMBERSBURG,PA,17201,MANUFACTURERS & TRADERS TR CO,NY,713110,48,10,1.0,0,0,1,2,0,Y,66300.0,0.0,66300.0,56355.0,0
LAMAR,MI,64759,LIBERTY BANK,MO,0,120,3,1.0,0,0,1,0,0,N,10000.0,0.0,10000.0,8000.0,0
SCOTLAND,SD,57059,MENNO STATE BANK,SD,532230,62,2,1.0,0,0,0,0,N,N,35000.0,0.0,35000.0,27300.0,1
BIG SPRING,TX,79720,WESTERN BANK,TX,0,84,3,2.0,0,0,1,0,N,N,144000.0,0.0,144000.0,108000.0,0
WESTPORT,CT,6880,FAIRFIELD COUNTY BANK,CT,0,90,1,2.0,0,0,1,0,N,N,200000.0,0.0,200000.0,150000.0,0
Spring Grove,IL,60081,BANK OF AMERICA NATL ASSOC,NC,811121,24,2,2.0,5,2,0,1,Y,N,99250.0,0.0,50000.0,25000.0,0
JEFFERSON,WI,53549,U.S. BANK NATIONAL ASSOCIATION,WI,441120,180,13,2.0,0,0,1,0,0,N,367000.0,0.0,367000.0,256900.0,0
BAKERSFIELD,CA,93301,MID ST. DEVEL CORP,CA,0,240,12,1.0,12,0,1,1,N,N,434000.0,0.0,434000.0,434000.0,0
GAINESVILLE,FL,32608,FLORIDA CITIZENS BANK,FL,327215,84,8,1.0,0,0,34459,2,0,Y,128000.0,0.0,128000.0,96000.0,0
KANSAS CITY,MO,64110,BANK OF AMERICA NATL ASSOC,NC,811111,180,7,1.0,0,0,1,0,N,N,140710.0,0.0,170000.0,144500.0,0
LOS ANGELES,CA,90042,BBCN BANK,CA,445310,300,3,1.0,0,0,1,0,,N,212500.0,0.0,212500.0,159375.0,0
CHURUBUSCO,IN,46723,JPMORGAN CHASE BANK NATL ASSOC,IL,236116,84,1,2.0,0,1,0,1,Y,N,24689.0,0.0,10000.0,5000.0,0
WASHINGTON,IA,52353,IOWA BUSINESS GROWTH COMPANY,IA,321214,240,65,1.0,10,0,1,2,0,N,1433000.0,0.0,1482000.0,1482000.0,0
PHOENIX,AZ,85032,JPMORGAN CHASE BANK NATL ASSOC,IL,448140,60,2,1.0,0,2,1,1,0,N,30000.0,0.0,38000.0,19000.0,0
TECUMSEH,MI,49286,JPMORGAN CHASE BANK NATL ASSOC,IL,0,60,7,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,84000.0,0
SHREVEPORT,LA,71107,BBCN BANK,CA,233320,84,3,1.0,1,3,1,1,0,N,5000.0,0.0,5000.0,4250.0,0
CINCINNATI,OH,45246,FIFTH THIRD BANK,OH,0,86,30,1.0,0,0,1,0,N,Y,99900.0,0.0,99900.0,79920.0,0
GULFPORT,MS,39506,LOANS FROM UNIDENTIFIED LENDER,DC,0,300,7,1.0,0,0,0,0,N,N,94000.0,0.0,94000.0,94000.0,0
LOS ANGELES,CA,90033,SBA - EDF ENFORCEMENT ACTION,CO,424480,240,11,1.0,5,11,1,1,0,N,1221000.0,0.0,1221000.0,1221000.0,0
PASADENA,CA,91105,EAST WEST BANK,CA,541612,84,2,1.0,0,2,1,1,0,N,40000.0,0.0,40000.0,34000.0,0
ROWLETT,TX,75088,COMMUNITY BANK,TX,561740,120,5,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,80000.0,0
HOUSTON,TX,77099,BANK OF AMERICA NATL ASSOC,NC,811111,44,5,1.0,0,0,20550,1,T,N,100000.0,0.0,100000.0,50000.0,1
LOS ANGELES,CA,90032,BBCN BANK,CA,713910,64,5,2.0,0,0,0,1,N,N,15000.0,0.0,15000.0,12750.0,1
ATLANTA,GA,30315,COMMUNITY W. BANK NATL ASSOC,CA,0,264,5,1.0,0,3,1,1,0,N,1000000.0,0.0,1000000.0,750000.0,0
SAN MARCOS,CA,92069,WELLS FARGO BANK NATL ASSOC,SD,325211,300,8,1.0,0,0,1,0,N,N,312000.0,0.0,312000.0,249600.0,0
MONTEVIDEO,MN,56265,KLEINBANK,MN,713940,48,1,1.0,0,0,1,2,0,Y,30000.0,0.0,30000.0,24000.0,0
Springfield,MO,65807,EMPIRE BANK,MO,541611,84,0,2.0,10,0,0,1,Y,N,1725300.0,0.0,1000000.0,500000.0,0
Rhinebeck,NY,12572,MANUFACTURERS & TRADERS TR CO,NY,541310,37,1,1.0,0,1,0,1,Y,N,28880.0,0.0,25000.0,12500.0,1
HOUSTON,TX,77003,JPMORGAN CHASE BANK NATL ASSOC,IL,561720,84,75,1.0,3,75,1,1,Y,N,75000.0,0.0,75000.0,37500.0,0
N. RICHLAND HILLS,TX,76180,JPMORGAN CHASE BANK NATL ASSOC,IL,421920,48,2,1.0,0,0,1,0,0,N,25000.0,0.0,25000.0,12500.0,0
MESA,CO,81643,GRAND VALLEY BANK,UT,234910,84,1,2.0,3,3,1,1,0,N,120000.0,0.0,120000.0,90000.0,0
HOUSTON,TX,77057,AMEGY BK NATL ASSOC,TX,0,60,4,1.0,0,0,1,0,,Y,85000.0,0.0,85000.0,76500.0,0
ALEXANDRIA,MN,56308,NEIGHBORHOOD NATIONAL BANK,MN,621399,84,7,1.0,1,7,1,1,0,N,240000.0,0.0,240000.0,120000.0,0
SONOMA,CA,95476,UMPQUA BANK,OR,0,300,1,1.0,3,1,1,1,0,N,667000.0,0.0,667000.0,500250.0,0
CAMARILLO,CA,93010,INTERNATL CITY BANK NATL ASSOC,CA,421990,84,2,2.0,0,0,1,0,N,N,110000.0,0.0,110000.0,99000.0,0
TURNERSVILLE,NJ,8012,"TD BANK, NATIONAL ASSOCIATION",DE,722110,6,1,2.0,6,1,1,1,0,N,54120.0,0.0,55000.0,44000.0,1
EL PASO,TX,79905,WELLS FARGO BANK NATL ASSOC,SD,452990,36,10,2.0,0,0,1,1,0,Y,120000.0,0.0,120000.0,90000.0,1
WASHINGTON,DC,20011,HANMI BANK,CA,445110,120,3,1.0,0,3,1,1,0,N,115000.0,0.0,125000.0,106250.0,0
SCOTTSDALE,AZ,85255,BANK OF AMERICA NATL ASSOC,NC,621310,84,1,1.0,1,1,1,1,Y,N,40000.0,0.0,40000.0,20000.0,0
CORPUS CHRISTI,TX,78408,FDIC/550,TX,0,314,1,2.0,0,0,0,0,N,N,80000.0,0.0,80000.0,72000.0,1
OAKTON,VA,22124,WASHINGTONFIRST BANK,VA,442299,120,1,2.0,0,0,1,1,N,N,284000.0,0.0,284000.0,213000.0,0
PISMO BEACH (PISMO),CA,93401,HERITAGE OAKS BANK,CA,812320,120,6,1.0,0,6,1,2,0,N,150000.0,0.0,150000.0,127500.0,0
FERNANDINA BEACH,FL,32034,FIRST NATL BK - NASSAU CNTY,FL,0,120,55,2.0,0,0,91280,2,N,N,200000.0,0.0,200000.0,150000.0,0
